Date,Product,Gross_Premium,Total_Incl_VAT,City,Payment_Status,Payment_Method,Policy_Start_Date,Policy_Term,Policy_Duration_Days,Policy_End_Date,Customer_ID
2025-06-02,Travel,935.0,1103.3,Dallas,Paid,Bank Transfer,2025-06-02,1Y,365,2026-06-01,CUST0732
2025-12-02,Medical,980.0,1156.4,Los Angeles,Paid,Online,2025-12-02,1Y,365,2026-12-01,CUST0733
2025-10-09,Other,1087.0,1282.66,New York,Paid,Cash,2025-10-09,6M,180,2026-04-06,CUST0734
2025-03-17,Motor,702.0,828.36,Atlanta,Pending,Cash,2025-03-17,1Y,365,2026-03-16,CUST0735
2025-09-02,Other,1091.0,1287.38,Seattle,Pending,Online,2025-09-02,1Y,365,2026-09-01,CUST0736
2025-09-23,Motor,842.0,993.56,New York,Paid,Online,2025-09-23,1Y,365,2026-09-22,CUST0737
2025-05-02,Motor,751.0,886.18,Seattle,Paid,Card,2025-05-02,1Y,365,2026-05-01,CUST0738
2025-09-26,Other,946.0,1116.28,New York,Pending,Online,2025-09-26,6M,180,2026-03-24,CUST0739
2025-11-24,Motor,1013.0,1195.34,New York,Paid,Online,2025-11-24,1Y,365,2026-11-23,CUST0740
2025-10-25,Travel,752.0,887.36,Dallas,Paid,Card,2025-10-25,1Y,365,2026-10-24,CUST0741
2025-10-05,Other,716.0,844.88,Houston,Pending,Card,2025-10-05,1Y,365,2026-10-04,CUST0742
2025-08-19,Medical,1059.0,1249.62,Chicago,Paid,Bank Transfer,2025-08-19,1Y,365,2026-08-18,CUST0743
2025-04-09,Motor,1074.0,1267.32,Atlanta,Paid,Card,2025-04-09,1Y,365,2026-04-08,CUST0744
2025-10-17,Motor,762.0,899.16,Seattle,Paid,Cash,2025-10-17,3M,90,2026-01-14,CUST0745
2025-05-13,Motor,1062.0,1253.16,New York,Paid,Bank Transfer,2025-05-13,1Y,365,2026-05-12,CUST0746
2025-07-13,Travel,1064.0,1255.52,Phoenix,Paid,Card,2025-07-13,1Y,365,2026-07-12,CUST0747
2025-04-25,Medical,1099.0,1296.82,Dallas,Paid,Card,2025-04-25,1Y,365,2026-04-24,CUST0748
2025-04-24,Motor,786.0,927.48,Phoenix,Paid,Online,2025-04-24,1Y,365,2026-04-23,CUST0749
2025-02-27,Motor,932.0,1099.76,Boston,Paid,Card,2025-02-27,1Y,365,2026-02-26,CUST0750
2025-12-16,Travel,1098.0,1295.64,Miami,Paid,Cash,2025-12-16,1Y,365,2026-12-15,CUST0751
2025-02-23,Medical,1061.0,1251.98,New York,Pending,Card,2025-02-23,1Y,365,2026-02-22,CUST0752
2025-02-01,Medical,942.0,1111.56,New York,Paid,Bank Transfer,2025-02-01,3M,90,2025-05-01,CUST0753
2025-12-07,Medical,779.0,919.22,Seattle,Pending,Bank Transfer,2025-12-07,1Y,365,2026-12-06,CUST0754
2025-07-22,Motor,733.0,864.94,Boston,Paid,Card,2025-07-22,1Y,365,2026-07-21,CUST0755
2025-06-09,Medical,803.0,947.54,New York,Paid,Cash,2025-06-09,1Y,365,2026-06-08,CUST0756
2025-09-26,Other,726.0,856.68,New York,Paid,Cash,2025-09-26,1Y,365,2026-09-25,CUST0757
2025-05-20,Motor,778.0,918.04,Dallas,Paid,Card,2025-05-20,1Y,365,2026-05-19,CUST0758
2025-02-16,Other,730.0,861.4,New York,Paid,Card,2025-02-16,1Y,365,2026-02-15,CUST0759
2025-09-23,Other,1005.0,1185.9,New York,Pending,Cash,2025-09-23,1Y,365,2026-09-22,CUST0760
2025-03-06,Medical,936.0,1104.48,Atlanta,Failed,Cash,2025-03-06,1Y,365,2026-03-05,CUST0761
2025-07-21,Motor,907.0,1070.26,Seattle,Pending,Bank Transfer,2025-07-21,1Y,365,2026-07-20,CUST0762
2025-12-12,Motor,1024.0,1208.32,Atlanta,Paid,Cash,2025-12-12,1Y,365,2026-12-11,CUST0763
2025-12-07,Travel,864.0,1019.52,Miami,Paid,Card,2025-12-07,1Y,365,2026-12-06,CUST0764
2025-05-12,Travel,861.0,1015.98,Los Angeles,Paid,Card,2025-05-12,1Y,365,2026-05-11,CUST0765
2025-10-12,Motor,,,Atlanta,Paid,Cash,2025-10-12,1Y,365,2026-10-11,CUST0766
2025-08-12,Motor,878.0,1036.04,Los Angeles,Pending,Cash,2025-08-12,1Y,365,2026-08-11,CUST0767
2025-06-24,Medical,769.0,907.42,Los Angeles,,Online,2025-06-24,3M,90,2025-09-21,CUST0768
2025-02-20,Medical,936.0,1104.48,Atlanta,Paid,Card,2025-02-20,1Y,365,2026-02-19,CUST0769
2025-05-17,Medical,1099.0,1296.82,Miami,Failed,Bank Transfer,2025-05-17,1Y,365,2026-05-16,CUST0770
2025-08-26,Medical,913.0,1077.34,Atlanta,Pending,Cash,2025-08-26,1Y,365,2026-08-25,CUST0771
2025-12-26,Motor,819.0,966.42,New York,Paid,Card,2025-12-26,1Y,365,2026-12-25,CUST0772
2025-01-02,Medical,975.0,1150.5,Boston,Failed,Bank Transfer,2025-01-02,1Y,365,2026-01-01,CUST0773
2025-09-19,Motor,1028.0,1213.04,Phoenix,Paid,Bank Transfer,2025-09-19,1Y,365,2026-09-18,CUST0774
2025-11-05,Motor,889.0,1049.02,Miami,Paid,Card,2025-11-05,1Y,365,2026-11-04,CUST0775
2025-12-13,Travel,800.0,944.0,Atlanta,Paid,Card,2025-12-13,1Y,365,2026-12-12,CUST0776
2025-06-04,Motor,986.0,1163.48,Chicago,Paid,Card,2025-06-04,1Y,365,2026-06-03,CUST0777
2025-02-13,Medical,775.0,914.5,Miami,Paid,Online,2025-02-13,1Y,365,2026-02-12,CUST0778
2025-04-09,Medical,1099.0,1296.82,Miami,Failed,Card,2025-04-09,1Y,365,2026-04-08,CUST0779
2025-11-06,Other,827.0,975.86,Dallas,Paid,Card,2025-11-06,1Y,365,2026-11-05,CUST0780
2025-11-16,Motor,840.0,991.2,Atlanta,Paid,Card,2025-11-16,1Y,365,2026-11-15,CUST0781
2025-08-20,Medical,991.0,1169.38,Miami,Paid,Card,2025-08-20,1Y,365,2026-08-19,CUST0782
2025-02-14,Medical,704.0,830.72,New York,Paid,Card,2025-02-14,1Y,365,2026-02-13,CUST0783
2025-02-14,Motor,781.0,921.58,New York,Pending,Bank Transfer,2025-02-14,1Y,365,2026-02-13,CUST0784
2025-06-24,Travel,750.0,885.0,,Paid,Card,2025-06-24,1Y,365,2026-06-23,CUST0785
2025-08-03,Travel,856.0,1010.08,Boston,Refunded,Card,2025-08-03,1Y,365,2026-08-02,CUST0786
2025-01-12,Travel,921.0,1086.78,Boston,Paid,Card,2025-01-12,1Y,365,2026-01-11,CUST0787
2025-09-07,Motor,772.0,910.96,New York,Paid,Card,2025-09-07,1Y,365,2026-09-06,CUST0788
2025-07-18,Motor,838.0,988.84,Chicago,Paid,Card,2025-07-18,1Y,365,2026-07-17,CUST0789
2025-01-05,Motor,1009.0,1190.62,Dallas,Paid,Bank Transfer,2025-01-05,1Y,365,2026-01-04,CUST0790
2025-02-04,Travel,1076.0,1269.68,Dallas,Failed,Cash,2025-02-04,1Y,365,2026-02-03,CUST0791
2025-06-15,Other,705.0,831.9,New York,Paid,Cash,2025-06-15,1Y,365,2026-06-14,CUST0792
2025-09-21,Medical,951.0,1122.18,Phoenix,Paid,Card,2025-09-21,1Y,365,2026-09-20,CUST0793
2025-10-28,Other,710.0,837.8,New York,Paid,Online,2025-10-28,1Y,365,2026-10-27,CUST0794
2025-06-06,Medical,908.0,1071.44,Houston,Pending,Cash,2025-06-06,1Y,365,2026-06-05,CUST0795
2025-04-18,Medical,1052.0,1241.36,Los Angeles,Paid,Card,2025-04-18,1Y,365,2026-04-17,CUST0796
2025-12-19,Medical,1020.0,1203.6,New York,Pending,Card,2025-12-19,1Y,365,2026-12-18,CUST0797
2025-06-16,Motor,793.0,935.74,New York,Pending,Cash,2025-06-16,6M,180,2025-12-12,CUST0798
2025-04-25,Medical,803.0,947.54,Atlanta,Paid,Card,2025-04-25,3M,90,2025-07-23,CUST0799
2025-06-11,Travel,1014.0,1196.52,Dallas,Paid,Card,2025-06-11,1Y,365,2026-06-10,CUST0800
2025-01-05,Travel,,,Atlanta,Paid,Bank Transfer,2025-01-05,3M,90,2025-04-04,CUST0801
2025-04-20,Travel,812.0,958.16,Houston,Paid,Card,2025-04-20,1M,30,2025-05-19,CUST0802
2025-07-07,Travel,701.0,827.18,Chicago,Refunded,Online,2025-07-07,1Y,365,2026-07-06,CUST0803
2025-12-01,Travel,878.0,1036.04,Chicago,Paid,Card,2025-12-01,1Y,365,2026-11-30,CUST0804
2025-09-26,Other,948.0,1118.64,Phoenix,Pending,Card,2025-09-26,1Y,365,2026-09-25,CUST0805
2025-10-12,Motor,877.0,1034.86,Chicago,Paid,Card,2025-10-12,1Y,365,2026-10-11,CUST0806
2025-07-18,Medical,1074.0,1267.32,Dallas,Paid,Card,2025-07-18,1Y,365,2026-07-17,CUST0807
2025-02-10,Medical,1026.0,1210.68,Seattle,Pending,Online,2025-02-10,1Y,365,2026-02-09,CUST0808
2025-05-23,Other,1015.0,1197.7,Atlanta,Paid,Online,2025-05-23,1Y,365,2026-05-22,CUST0809
2025-12-29,Medical,708.0,835.44,Los Angeles,Paid,Online,2025-12-29,1Y,365,2026-12-28,CUST0810
2025-01-17,Medical,1042.0,1229.56,Houston,Paid,Bank Transfer,2025-01-17,1Y,365,2026-01-16,CUST0811
2025-11-17,Motor,1002.0,1182.36,Los Angeles,Paid,Card,2025-11-17,1Y,365,2026-11-16,CUST0812
2025-09-07,Medical,859.0,1013.62,New York,Pending,Card,2025-09-07,1Y,365,2026-09-06,CUST0813
2025-04-14,Medical,936.0,1104.48,Miami,Paid,Card,2025-04-14,1Y,365,2026-04-13,CUST0814
2025-10-11,Travel,1030.0,1215.4,Phoenix,Pending,Online,2025-10-11,1Y,365,2026-10-10,CUST0815
2025-11-01,Other,1063.0,1254.34,Dallas,Paid,Bank Transfer,2025-11-01,1Y,365,2026-10-31,CUST0816
2025-01-16,Medical,920.0,1085.6,New York,Paid,Bank Transfer,2025-01-16,1Y,365,2026-01-15,CUST0817
2025-02-08,Medical,716.0,844.88,Boston,Paid,Bank Transfer,2025-02-08,1Y,365,2026-02-07,CUST0818
2025-08-31,Medical,948.0,1118.64,Boston,Pending,Cash,2025-08-31,1Y,365,2026-08-30,CUST0819
2025-12-30,Motor,972.0,1146.96,Houston,Paid,Card,2025-12-30,1Y,365,2026-12-29,CUST0820
2025-01-09,Medical,723.0,853.14,Seattle,Paid,Cash,2025-01-09,1Y,365,2026-01-08,CUST0821
2025-08-31,Motor,1027.0,1211.86,Los Angeles,Paid,Cash,2025-08-31,1Y,365,2026-08-30,CUST0822
2025-02-19,Other,780.0,920.4,Dallas,Paid,Online,2025-02-19,1Y,365,2026-02-18,CUST0823
2025-08-25,Motor,1057.0,1247.26,Atlanta,Pending,Card,2025-08-25,6M,180,2026-02-20,CUST0824
2025-08-15,Motor,920.0,1085.6,Seattle,Paid,Card,2025-08-15,1Y,365,2026-08-14,CUST0825
2025-02-02,Medical,829.0,978.22,Seattle,Failed,Bank Transfer,2025-02-02,3M,90,2025-05-02,CUST0826
2025-09-05,Motor,723.0,853.14,Houston,Paid,Online,2025-09-05,1Y,365,2026-09-04,CUST0827
2025-11-23,Motor,707.0,834.26,Seattle,Paid,Online,2025-11-23,1Y,365,2026-11-22,CUST0828
2025-11-11,Medical,997.0,1176.46,Miami,Paid,Bank Transfer,2025-11-11,6M,180,2026-05-09,CUST0829
2025-01-11,Medical,851.0,1004.18,New York,Pending,Card,2025-01-11,6M,180,2025-07-09,CUST0830
2025-03-31,Motor,1036.0,1222.48,New York,Paid,Card,2025-03-31,1Y,365,2026-03-30,CUST0831
2025-03-29,Medical,792.0,934.56,Dallas,Paid,Bank Transfer,2025-03-29,1Y,365,2026-03-28,CUST0832
2025-06-14,Motor,1069.0,1261.42,Miami,Paid,Card,2025-06-14,1Y,365,2026-06-13,CUST0833
2025-02-22,Other,1077.0,1270.86,Houston,Paid,Bank Transfer,2025-02-22,1Y,365,2026-02-21,CUST0834
2025-11-07,Medical,740.0,873.2,Atlanta,Paid,Online,2025-11-07,1Y,365,2026-11-06,CUST0835
2025-10-10,Travel,959.0,1131.62,Miami,Refunded,Card,2025-10-10,1Y,365,2026-10-09,CUST0836
2025-10-22,Travel,1076.0,1269.68,Chicago,Paid,Card,2025-10-22,1Y,365,2026-10-21,CUST0837
2025-03-14,Motor,829.0,978.22,Chicago,Paid,Card,2025-03-14,1Y,365,2026-03-13,CUST0838
2025-01-06,Medical,727.0,857.86,Phoenix,Paid,Card,2025-01-06,1Y,365,2026-01-05,CUST0839
2025-11-28,Medical,1051.0,1240.18,Dallas,Paid,Cash,2025-11-28,1Y,365,2026-11-27,CUST0840
2025-04-16,Medical,890.0,1050.2,Phoenix,Paid,Card,2025-04-16,1Y,365,2026-04-15,CUST0841
2025-08-27,Motor,710.0,837.8,Houston,Refunded,Card,2025-08-27,6M,180,2026-02-22,CUST0842
2025-11-28,Medical,1036.0,1222.48,Dallas,Paid,Card,2025-11-28,1Y,365,2026-11-27,CUST0843
2025-01-14,Travel,972.0,1146.96,Miami,Pending,Card,2025-01-14,1Y,365,2026-01-13,CUST0844
2025-01-02,Medical,728.0,859.04,Seattle,Paid,Cash,2025-01-02,1Y,365,2026-01-01,CUST0845
2025-01-02,Travel,803.0,947.54,New York,Pending,Bank Transfer,2025-01-02,1Y,365,2026-01-01,CUST0846
2025-02-26,Motor,707.0,834.26,Dallas,Paid,Bank Transfer,2025-02-26,1Y,365,2026-02-25,CUST0847
2025-01-19,Medical,1082.0,1276.76,Houston,Refunded,Bank Transfer,2025-01-19,1Y,365,2026-01-18,CUST0848
2025-10-26,Medical,710.0,837.8,New York,Paid,Card,2025-10-26,3M,90,2026-01-23,CUST0849
2025-08-09,Motor,1019.0,1202.42,Miami,Paid,Bank Transfer,2025-08-09,1M,30,2025-09-07,CUST0850
2025-12-23,Travel,905.0,1067.9,Miami,Paid,Card,2025-12-23,6M,180,2026-06-20,CUST0851
2025-10-19,Motor,933.0,1100.94,Houston,Paid,Online,2025-10-19,6M,180,2026-04-16,CUST0852
2025-12-17,Other,1025.0,1209.5,Dallas,Paid,Card,2025-12-17,1Y,365,2026-12-16,CUST0853
2025-03-28,Motor,1058.0,1248.44,Los Angeles,Paid,Card,2025-03-28,1Y,365,2026-03-27,CUST0854
2025-04-15,Motor,751.0,886.18,Los Angeles,,Card,2025-04-15,1Y,365,2026-04-14,CUST0855
2025-11-06,Travel,707.0,834.26,Chicago,Pending,Cash,2025-11-06,1Y,365,2026-11-05,CUST0856
2025-03-31,Travel,749.0,883.82,Chicago,Paid,Card,2025-03-31,1Y,365,2026-03-30,CUST0857
2025-01-21,Other,973.0,1148.14,Miami,Pending,Online,2025-01-21,1Y,365,2026-01-20,CUST0858
2025-09-01,Travel,927.0,1093.86,Seattle,Paid,Card,2025-09-01,1Y,365,2026-08-31,CUST0859
2025-10-19,Medical,733.0,864.94,Dallas,Paid,Online,2025-10-19,1Y,365,2026-10-18,CUST0860
2025-12-19,Medical,793.0,935.74,New York,Paid,Cash,2025-12-19,1Y,365,2026-12-18,CUST0861
2025-12-04,Medical,915.0,1079.7,Chicago,Paid,Card,2025-12-04,1Y,365,2026-12-03,CUST0862
2025-02-13,Travel,992.0,1170.56,New York,Paid,Card,2025-02-13,1Y,365,2026-02-12,CUST0863
2025-10-09,Travel,837.0,987.66,Miami,Paid,Card,2025-10-09,1Y,365,2026-10-08,CUST0864
2025-11-04,Travel,1080.0,1274.4,Los Angeles,Paid,Online,2025-11-04,1Y,365,2026-11-03,CUST0865
2025-09-12,Other,1097.0,1294.46,,Paid,Online,2025-09-12,1Y,365,2026-09-11,CUST0866
2025-10-26,Other,1007.0,1188.26,Dallas,Pending,Card,2025-10-26,1Y,365,2026-10-25,CUST0867
2025-11-02,Motor,882.0,1040.76,Miami,Paid,Card,2025-11-02,1Y,365,2026-11-01,CUST0868
2025-06-12,Travel,1051.0,1240.18,Los Angeles,Pending,Card,2025-06-12,1Y,365,2026-06-11,CUST0869
2025-01-15,Medical,991.0,1169.38,Los Angeles,Paid,Card,2025-01-15,6M,180,2025-07-13,CUST0870
2025-06-16,Travel,908.0,1071.44,Miami,Paid,Bank Transfer,2025-06-16,1Y,365,2026-06-15,CUST0871
2025-03-15,Medical,877.0,1034.86,Phoenix,Paid,Card,2025-03-15,3M,90,2025-06-12,CUST0872
2025-02-11,Medical,1033.0,1218.94,New York,Pending,Card,2025-02-11,1Y,365,2026-02-10,CUST0873
2025-02-15,Motor,923.0,1089.14,Atlanta,Paid,Online,2025-02-15,1Y,365,2026-02-14,CUST0874
2025-09-11,Travel,773.0,912.14,Houston,Paid,Cash,2025-09-11,1M,30,2025-10-10,CUST0875
2025-07-03,Medical,1100.0,1298.0,Houston,Pending,Cash,2025-07-03,1Y,365,2026-07-02,CUST0876
2025-07-16,Motor,727.0,857.86,New York,Pending,Card,2025-07-16,1Y,365,2026-07-15,CUST0877
2025-09-29,Medical,978.0,1154.04,Chicago,Paid,Online,2025-09-29,1Y,365,2026-09-28,CUST0878
2025-07-19,Motor,963.0,1136.34,Los Angeles,Paid,Bank Transfer,2025-07-19,1Y,365,2026-07-18,CUST0879
2025-08-18,Travel,935.0,1103.3,Los Angeles,Paid,Bank Transfer,2025-08-18,1Y,365,2026-08-17,CUST0880
2025-02-01,Travel,720.0,849.6,Phoenix,Paid,Card,2025-02-01,1Y,365,2026-01-31,CUST0881
2025-11-06,Motor,897.0,1058.46,Houston,Pending,Online,2025-11-06,1Y,365,2026-11-05,CUST0882
2025-06-13,Motor,1057.0,1247.26,Atlanta,Paid,Bank Transfer,2025-06-13,1Y,365,2026-06-12,CUST0883
2025-02-26,Medical,796.0,939.28,Boston,Paid,Online,2025-02-26,1Y,365,2026-02-25,CUST0884
2025-10-24,Medical,977.0,1152.86,Los Angeles,Paid,Cash,2025-10-24,1Y,365,2026-10-23,CUST0885
2025-09-25,Motor,1044.0,1231.92,New York,Paid,Cash,2025-09-25,1Y,365,2026-09-24,CUST0886
2025-01-20,Other,1081.0,1275.58,Dallas,Paid,Cash,2025-01-20,1Y,365,2026-01-19,CUST0887
2025-03-12,Other,906.0,1069.08,Boston,Paid,Online,2025-03-12,3M,90,2025-06-09,CUST0888
2025-01-06,Travel,825.0,973.5,Seattle,Paid,Card,2025-01-06,1Y,365,2026-01-05,CUST0889
2025-04-09,Motor,980.0,1156.4,New York,Paid,Card,2025-04-09,1Y,365,2026-04-08,CUST0890
2025-02-06,Medical,894.0,1054.92,Los Angeles,Paid,Cash,2025-02-06,1Y,365,2026-02-05,CUST0891
2025-09-16,Medical,951.0,1122.18,New York,Paid,Bank Transfer,2025-09-16,1Y,365,2026-09-15,CUST0892
2025-07-10,Motor,997.0,1176.46,Seattle,Paid,Bank Transfer,2025-07-10,1Y,365,2026-07-09,CUST0893
2025-12-23,Medical,984.0,1161.12,Phoenix,Paid,Cash,2025-12-23,1Y,365,2026-12-22,CUST0894
2025-09-30,Medical,797.0,940.46,Houston,Pending,Bank Transfer,2025-09-30,1Y,365,2026-09-29,CUST0895
2025-08-11,Medical,1003.0,1183.54,Phoenix,Refunded,Cash,2025-08-11,6M,180,2026-02-06,CUST0896
2025-07-05,Travel,917.0,1082.06,Los Angeles,Failed,Card,2025-07-05,1Y,365,2026-07-04,CUST0897
2025-01-20,Medical,1073.0,1266.14,Phoenix,Paid,Online,2025-01-20,1Y,365,2026-01-19,CUST0898
2025-01-26,Motor,964.0,1137.52,New York,Paid,Card,2025-01-26,6M,180,2025-07-24,CUST0899
2025-08-13,Travel,1057.0,1247.26,Miami,Paid,Bank Transfer,2025-08-13,6M,180,2026-02-08,CUST0900
2025-01-02,Travel,1092.0,1288.56,Dallas,Pending,Online,2025-01-02,3M,90,2025-04-01,CUST0901
2025-01-16,Travel,1098.0,1295.64,Miami,Paid,Card,2025-01-16,1Y,365,2026-01-15,CUST0902
2025-03-21,Other,998.0,1177.64,Los Angeles,Paid,Card,2025-03-21,1M,30,2025-04-19,CUST0903
2025-11-18,Motor,939.0,1108.02,Seattle,Paid,Card,2025-11-18,6M,180,2026-05-16,CUST0904
2025-06-17,Other,747.0,881.46,Miami,Paid,Bank Transfer,2025-06-17,1Y,365,2026-06-16,CUST0905
2025-09-16,Travel,854.0,1007.72,New York,Pending,Card,2025-09-16,1Y,365,2026-09-15,CUST0906
2025-05-30,Motor,890.0,1050.2,New York,Paid,Card,2025-05-30,1M,30,2025-06-28,CUST0907
2025-03-05,Travel,1012.0,1194.16,Miami,Paid,Online,2025-03-05,1Y,365,2026-03-04,CUST0908
2025-05-16,Motor,936.0,1104.48,Los Angeles,Failed,Card,2025-05-16,1Y,365,2026-05-15,CUST0909
2025-02-03,Motor,876.0,1033.68,New York,Paid,Bank Transfer,2025-02-03,1Y,365,2026-02-02,CUST0910
2025-10-08,Medical,758.0,894.44,New York,Paid,Bank Transfer,2025-10-08,1Y,365,2026-10-07,CUST0911
2025-03-08,Other,987.0,1164.66,New York,Paid,Card,2025-03-08,1Y,365,2026-03-07,CUST0912
2025-05-18,Motor,873.0,1030.14,Houston,Paid,Card,2025-05-18,1Y,365,2026-05-17,CUST0913
2025-12-23,Medical,714.0,842.52,Phoenix,Paid,Online,2025-12-23,1Y,365,2026-12-22,CUST0914
2025-08-04,Travel,813.0,959.34,New York,Paid,Cash,2025-08-04,1Y,365,2026-08-03,CUST0915
2025-06-16,Travel,1052.0,1241.36,Miami,Failed,Card,2025-06-16,1Y,365,2026-06-15,CUST0916
2025-07-17,Motor,747.0,881.46,Los Angeles,Paid,Cash,2025-07-17,1Y,365,2026-07-16,CUST0917
2025-10-13,Travel,862.0,1017.16,Los Angeles,Paid,Bank Transfer,2025-10-13,6M,180,2026-04-10,CUST0918
2025-04-03,Travel,905.0,1067.9,Los Angeles,Paid,Card,2025-04-03,1Y,365,2026-04-02,CUST0919
2025-08-20,Medical,733.0,864.94,Dallas,Failed,Cash,2025-08-20,1Y,365,2026-08-19,CUST0920
2025-11-14,Medical,766.0,903.88,Boston,Paid,Bank Transfer,2025-11-14,1Y,365,2026-11-13,CUST0921
2025-07-28,Other,1077.0,1270.86,Houston,Failed,Card,2025-07-28,1Y,365,2026-07-27,CUST0922
2025-06-12,Medical,936.0,1104.48,New York,Paid,Online,2025-06-12,6M,180,2025-12-08,CUST0923
2025-02-22,Motor,784.0,925.12,Los Angeles,Paid,Card,2025-02-22,1Y,365,2026-02-21,CUST0924
2025-04-01,Travel,768.0,906.24,New York,Pending,Card,2025-04-01,6M,180,2025-09-27,CUST0925
2025-12-11,Travel,870.0,1026.6,Seattle,Paid,Card,2025-12-11,1M,30,2026-01-09,CUST0926
2025-07-17,Motor,990.0,1168.2,New York,Paid,Cash,2025-07-17,1Y,365,2026-07-16,CUST0927
2025-04-20,Other,992.0,1170.56,Boston,Refunded,Cash,2025-04-20,1Y,365,2026-04-19,CUST0928
2025-06-02,Motor,778.0,918.04,Phoenix,Paid,Online,2025-06-02,1Y,365,2026-06-01,CUST0929
2025-07-30,Motor,990.0,1168.2,Houston,Paid,Card,2025-07-30,1Y,365,2026-07-29,CUST0930
2025-07-15,Other,1059.0,1249.62,Seattle,Pending,Cash,2025-07-15,1Y,365,2026-07-14,CUST0931
2025-09-12,Medical,790.0,932.2,New York,Failed,Bank Transfer,2025-09-12,1Y,365,2026-09-11,CUST0932
2025-04-04,Motor,710.0,837.8,Dallas,Refunded,Card,2025-04-04,1Y,365,2026-04-03,CUST0933
2025-08-25,Travel,1084.0,1279.12,New York,Failed,Card,2025-08-25,1Y,365,2026-08-24,CUST0934
2025-06-11,Motor,909.0,1072.62,Seattle,Paid,Online,2025-06-11,1Y,365,2026-06-10,CUST0935
2025-12-09,Motor,,,Houston,Failed,Card,2025-12-09,1Y,365,2026-12-08,CUST0936
2025-02-27,Motor,828.0,977.04,New York,Paid,Bank Transfer,2025-02-27,1Y,365,2026-02-26,CUST0937
2025-02-24,Motor,819.0,966.42,Seattle,Paid,Bank Transfer,2025-02-24,1Y,365,2026-02-23,CUST0938
2025-06-18,Motor,790.0,932.2,New York,Paid,Card,2025-06-18,6M,180,2025-12-14,CUST0939
2025-07-05,Medical,787.0,928.66,New York,Pending,Online,2025-07-05,1Y,365,2026-07-04,CUST0940
2025-09-09,Motor,889.0,1049.02,Dallas,Paid,Online,2025-09-09,1Y,365,2026-09-08,CUST0941
2025-05-28,Other,742.0,875.56,Houston,Pending,Bank Transfer,2025-05-28,1M,30,2025-06-26,CUST0942
2025-11-29,Other,1037.0,1223.66,Atlanta,Paid,Cash,2025-11-29,6M,180,2026-05-27,CUST0943
2025-06-22,Medical,905.0,1067.9,Miami,Paid,Bank Transfer,2025-06-22,1Y,365,2026-06-21,CUST0944
2025-02-17,Medical,1067.0,1259.06,Miami,Paid,Cash,2025-02-17,1Y,365,2026-02-16,CUST0945
2025-02-13,Travel,901.0,1063.18,Los Angeles,Paid,Card,2025-02-13,1Y,365,2026-02-12,CUST0946
2025-12-21,Medical,821.0,968.78,New York,Paid,Card,2025-12-21,1Y,365,2026-12-20,CUST0947
2025-02-18,Motor,906.0,1069.08,Boston,Paid,Card,2025-02-18,1Y,365,2026-02-17,CUST0948
2025-12-12,Medical,761.0,897.98,New York,Paid,Bank Transfer,2025-12-12,1Y,365,2026-12-11,CUST0949
2025-04-12,Medical,1030.0,1215.4,Houston,Paid,Bank Transfer,2025-04-12,1Y,365,2026-04-11,CUST0950
2025-02-04,Travel,988.0,1165.84,Los Angeles,Paid,Card,2025-02-04,1Y,365,2026-02-03,CUST0951
2025-04-21,Travel,759.0,895.62,Los Angeles,Paid,Online,2025-04-21,1Y,365,2026-04-20,CUST0952
2025-08-12,Other,933.0,1100.94,Phoenix,Paid,Card,2025-08-12,1Y,365,2026-08-11,CUST0953
2025-06-05,Medical,915.0,1079.7,Dallas,Paid,Card,2025-06-05,1Y,365,2026-06-04,CUST0954
2025-10-13,Travel,780.0,920.4,Dallas,Paid,Card,2025-10-13,1Y,365,2026-10-12,CUST0955
2025-08-11,Travel,748.0,882.64,Seattle,Paid,Bank Transfer,2025-08-11,1Y,365,2026-08-10,CUST0956
2025-05-26,Motor,1004.0,1184.72,Los Angeles,Paid,Card,2025-05-26,1Y,365,2026-05-25,CUST0957
2025-08-20,Motor,805.0,949.9,Houston,Paid,Bank Transfer,2025-08-20,1Y,365,2026-08-19,CUST0958
2025-12-20,Motor,908.0,1071.44,New York,Paid,Cash,2025-12-20,1Y,365,2026-12-19,CUST0959
2025-05-30,Other,,,Dallas,Paid,Card,2025-05-30,1Y,365,2026-05-29,CUST0960
2025-02-25,Travel,962.0,1135.16,Los Angeles,Paid,Online,2025-02-25,3M,90,2025-05-25,CUST0961
2025-05-29,Travel,719.0,848.42,Phoenix,Paid,Card,2025-05-29,1Y,365,2026-05-28,CUST0962
2025-11-02,Medical,844.0,995.92,New York,Paid,Bank Transfer,2025-11-02,1Y,365,2026-11-01,CUST0963
2025-03-21,Motor,919.0,1084.42,Seattle,Failed,Card,2025-03-21,1Y,365,2026-03-20,CUST0964
2025-12-12,Motor,,,Seattle,Paid,Cash,2025-12-12,1Y,365,2026-12-11,CUST0965
2025-08-03,Travel,945.0,1115.1,Atlanta,Paid,Online,2025-08-03,1Y,365,2026-08-02,CUST0966
2025-08-07,Medical,772.0,910.96,New York,Failed,Card,2025-08-07,1Y,365,2026-08-06,CUST0967
2025-04-26,Travel,877.0,1034.86,Boston,Paid,Card,2025-04-26,6M,180,2025-10-22,CUST0968
2025-12-02,Medical,1003.0,1183.54,Los Angeles,Paid,Card,2025-12-02,1Y,365,2026-12-01,CUST0969
